,number,prime_factors,mean,deviation,one_over_slope,primes_before_largest,largest_prime_factor,color_bucket
2194,12450,"[ 2, 3, 5, 5, 83 ]",19.6,25.360000000000003,490.93059936908514,"[ 2, 3, 5, 5 ]",83,8
2195,12452,"[ 2, 2, 11, 283 ]",74.5,104.25,119.44364508393285,"[ 2, 2, 11 ]",283,6
2196,12453,"[ 3, 7, 593 ]",201.0,261.3333333333333,47.651785714285715,"[ 3, 7 ]",593,4
2197,12454,"[ 2, 13, 479 ]",164.66666666666666,209.55555555555557,59.4305408271474,"[ 2, 13 ]",479,4
2198,12455,"[ 5, 47, 53 ]",35.0,20.0,622.75,"[ 5, 47 ]",53,9
2199,12456,"[ 2, 2, 2, 3, 3, 173 ]",30.833333333333332,47.388888888888886,262.8464243845252,"[ 2, 2, 2, 3, 3 ]",173,7
2200,12458,"[ 2, 6229 ]",3115.5,3113.5,4.001284727798298,[ 2 ],6229,1
2201,12459,"[ 3, 4153 ]",2078.0,2075.0,6.0043373493975905,[ 3 ],4153,1
2202,12460,"[ 2, 2, 5, 7, 89 ]",21.0,27.2,458.0882352941177,"[ 2, 2, 5, 7 ]",89,8
2203,12461,"[ 17, 733 ]",375.0,358.0,34.8072625698324,[ 17 ],733,3
2204,12462,"[ 2, 3, 31, 67 ]",25.75,23.25,536.0,"[ 2, 3, 31 ]",67,8
2205,12463,"[ 11, 11, 103 ]",41.666666666666664,40.888888888888886,304.8016304347826,"[ 11, 11 ]",103,8
2206,12464,"[ 2, 2, 2, 2, 19, 41 ]",11.333333333333334,12.444444444444443,1001.5714285714287,"[ 2, 2, 2, 2, 19 ]",41,9
2207,12465,"[ 3, 3, 5, 277 ]",72.0,102.5,121.60975609756098,"[ 3, 3, 5 ]",277,6
2208,12466,"[ 2, 23, 271 ]",98.66666666666667,114.88888888888887,108.50483558994199,"[ 2, 23 ]",271,6
2209,12467,"[ 7, 13, 137 ]",52.333333333333336,56.444444444444436,220.87204724409452,"[ 7, 13 ]",137,7
2210,12468,"[ 2, 2, 3, 1039 ]",261.5,388.75,32.07202572347267,"[ 2, 2, 3 ]",1039,3
2211,12469,"[ 37, 337 ]",187.0,150.0,83.12666666666667,[ 37 ],337,5
2212,12470,"[ 2, 5, 29, 43 ]",19.75,16.25,767.3846153846154,"[ 2, 5, 29 ]",43,9
2213,12471,"[ 3, 4157 ]",2080.0,2077.0,6.00433317284545,[ 3 ],4157,1
2214,12472,"[ 2, 2, 2, 1559 ]",391.25,583.875,21.360736459002354,"[ 2, 2, 2 ]",1559,3
2215,12474,"[ 2, 3, 3, 3, 3, 7, 11 ]",4.571428571428571,2.5306122448979593,4929.24193548387,"[ 2, 3, 3, 3, 3, 7 ]",11,10
2216,12475,"[ 5, 5, 499 ]",169.66666666666666,219.55555555555557,56.81933198380566,"[ 5, 5 ]",499,4
2217,12476,"[ 2, 2, 3119 ]",1041.0,1385.3333333333333,9.005774783445622,"[ 2, 2 ]",3119,2
2218,12477,"[ 3, 4159 ]",2081.0,2078.0,6.004331087584216,[ 3 ],4159,1
2219,12478,"[ 2, 17, 367 ]",128.66666666666666,158.88888888888889,78.53286713286714,"[ 2, 17 ]",367,5
2220,12480,"[ 2, 2, 2, 2, 2, 2, 3, 5, 13 ]",3.6666666666666665,2.3703703703703702,5265.0,"[ 2, 2, 2, 2, 2, 2, 3, 5 ]",13,10
2221,12481,"[ 7, 1783 ]",895.0,888.0,14.05518018018018,[ 7 ],1783,2
2222,12482,"[ 2, 79, 79 ]",53.333333333333336,34.22222222222222,364.73376623376623,"[ 2, 79 ]",79,8
2223,12483,"[ 3, 3, 19, 73 ]",24.5,24.25,514.7628865979382,"[ 3, 3, 19 ]",73,8
2224,12484,"[ 2, 2, 3121 ]",1041.6666666666667,1386.222222222222,9.005771080474513,"[ 2, 2 ]",3121,2
2225,12485,"[ 5, 11, 227 ]",81.0,97.33333333333333,128.2705479452055,"[ 5, 11 ]",227,6
2226,12486,"[ 2, 3, 2081 ]",695.3333333333334,923.7777777777777,13.516237671397644,"[ 2, 3 ]",2081,2
2227,12488,"[ 2, 2, 2, 7, 223 ]",47.2,70.32000000000001,177.5881683731513,"[ 2, 2, 2, 7 ]",223,7
2228,12489,"[ 3, 23, 181 ]",69.0,74.66666666666667,167.26339285714283,"[ 3, 23 ]",181,7
2229,12490,"[ 2, 5, 1249 ]",418.6666666666667,553.5555555555555,22.56322761942995,"[ 2, 5 ]",1249,3
2230,12492,"[ 2, 2, 3, 3, 347 ]",71.4,110.24000000000001,113.31640058055152,"[ 2, 2, 3, 3 ]",347,6
2231,12493,"[ 13, 31, 31 ]",25.0,8.0,1561.625,"[ 13, 31 ]",31,10
2232,12494,"[ 2, 6247 ]",3124.5,3122.5,4.001281024819856,[ 2 ],6247,1
2233,12495,"[ 3, 5, 7, 7, 17 ]",7.8,3.6799999999999997,3395.380434782609,"[ 3, 5, 7, 7 ]",17,10
2234,12496,"[ 2, 2, 2, 2, 11, 71 ]",15.0,18.666666666666668,669.4285714285713,"[ 2, 2, 2, 2, 11 ]",71,9
2235,12498,"[ 2, 3, 2083 ]",696.0,924.6666666666666,13.516222062004326,"[ 2, 3 ]",2083,2
2236,12499,"[ 29, 431 ]",230.0,201.0,62.18407960199005,[ 29 ],431,4
2237,12500,"[ 2, 2, 5, 5, 5, 5, 5 ]",4.142857142857143,1.2244897959183672,10208.333333333336,"[ 2, 2, 5, 5, 5, 5 ]",5,10
2238,12501,"[ 3, 3, 3, 463 ]",118.0,172.5,72.4695652173913,"[ 3, 3, 3 ]",463,5
2239,12502,"[ 2, 7, 19, 47 ]",18.75,14.25,877.3333333333334,"[ 2, 7, 19 ]",47,9
2240,12504,"[ 2, 2, 2, 3, 521 ]",106.0,166.0,75.32530120481928,"[ 2, 2, 2, 3 ]",521,5
2241,12505,"[ 5, 41, 61 ]",35.666666666666664,20.444444444444446,611.6576086956521,"[ 5, 41 ]",61,9
2242,12506,"[ 2, 13, 13, 37 ]",16.25,10.375,1205.3975903614457,"[ 2, 13, 13 ]",37,10
2243,12507,"[ 3, 11, 379 ]",131.0,165.33333333333334,75.64717741935483,"[ 3, 11 ]",379,5
2244,12508,"[ 2, 2, 53, 59 ]",29.0,27.0,463.25925925925924,"[ 2, 2, 53 ]",59,8
2245,12509,"[ 7, 1787 ]",897.0,890.0,14.055056179775281,[ 7 ],1787,2
2246,12510,"[ 2, 3, 3, 5, 139 ]",30.4,43.44,287.98342541436466,"[ 2, 3, 3, 5 ]",139,7
2247,12512,"[ 2, 2, 2, 2, 2, 17, 23 ]",7.142857142857143,7.346938775510204,1703.0222222222221,"[ 2, 2, 2, 2, 2, 17 ]",23,10
2248,12513,"[ 3, 43, 97 ]",47.666666666666664,32.888888888888886,380.46283783783787,"[ 3, 43 ]",97,8
2249,12514,"[ 2, 6257 ]",3129.5,3127.5,4.001278976818545,[ 2 ],6257,1
2250,12515,"[ 5, 2503 ]",1254.0,1249.0,10.020016012810249,[ 5 ],2503,2
2251,12516,"[ 2, 2, 3, 7, 149 ]",32.6,46.56,268.8144329896907,"[ 2, 2, 3, 7 ]",149,7
2252,12518,"[ 2, 11, 569 ]",194.0,250.0,50.072,"[ 2, 11 ]",569,4
2253,12519,"[ 3, 3, 13, 107 ]",31.5,37.75,331.6291390728477,"[ 3, 3, 13 ]",107,8
2254,12520,"[ 2, 2, 2, 5, 313 ]",64.8,99.28,126.10797743755036,"[ 2, 2, 2, 5 ]",313,6
2255,12521,"[ 19, 659 ]",339.0,320.0,39.128125,[ 19 ],659,3
2256,12522,"[ 2, 3, 2087 ]",697.3333333333334,926.4444444444443,13.516190933077478,"[ 2, 3 ]",2087,2
2257,12523,"[ 7, 1789 ]",898.0,891.0,14.05499438832772,[ 7 ],1789,2
2258,12524,"[ 2, 2, 31, 101 ]",34.0,33.5,373.85074626865674,"[ 2, 2, 31 ]",101,8
2259,12525,"[ 3, 5, 5, 167 ]",45.0,61.0,205.327868852459,"[ 3, 5, 5 ]",167,7
2260,12526,"[ 2, 6263 ]",3132.5,3130.5,4.001277751157962,[ 2 ],6263,1
2261,12528,"[ 2, 2, 2, 2, 3, 3, 3, 29 ]",5.75,5.8125,2155.3548387096776,"[ 2, 2, 2, 2, 3, 3, 3 ]",29,10
2262,12529,"[ 11, 17, 67 ]",31.666666666666668,23.555555555555554,531.8915094339623,"[ 11, 17 ]",67,8
2263,12530,"[ 2, 5, 7, 179 ]",48.25,65.375,191.66347992351817,"[ 2, 5, 7 ]",179,7
2264,12531,"[ 3, 4177 ]",2090.0,2087.0,6.004312410158121,[ 3 ],4177,1
2265,12532,"[ 2, 2, 13, 241 ]",64.5,88.25,142.0056657223796,"[ 2, 2, 13 ]",241,6
2266,12533,"[ 83, 151 ]",117.0,34.0,368.61764705882354,[ 83 ],151,8
2267,12534,"[ 2, 3, 2089 ]",698.0,927.3333333333334,13.516175413371675,"[ 2, 3 ]",2089,2
2268,12535,"[ 5, 23, 109 ]",45.666666666666664,42.22222222222222,296.88157894736844,"[ 5, 23 ]",109,8
2269,12536,"[ 2, 2, 2, 1567 ]",393.25,586.875,21.36059637912673,"[ 2, 2, 2 ]",1567,3
2270,12537,"[ 3, 3, 7, 199 ]",53.0,73.0,171.73972602739727,"[ 3, 3, 7 ]",199,7
2271,12538,"[ 2, 6269 ]",3135.5,3133.5,4.001276527844263,[ 2 ],6269,1
2272,12540,"[ 2, 2, 3, 5, 11, 19 ]",7.0,5.333333333333333,2351.25,"[ 2, 2, 3, 5, 11 ]",19,10
2273,12542,"[ 2, 6271 ]",3136.5,3134.5,4.001276120593396,[ 2 ],6271,1
2274,12543,"[ 3, 37, 113 ]",51.0,41.333333333333336,303.4596774193548,"[ 3, 37 ]",113,8
2275,12544,"[ 2, 2, 2, 2, 2, 2, 2, 2, 7, 7 ]",3.0,1.6,7840.0,"[ 2, 2, 2, 2, 2, 2, 2, 2, 7 ]",7,10
2276,12545,"[ 5, 13, 193 ]",70.33333333333333,81.77777777777777,153.40353260869566,"[ 5, 13 ]",193,6
2277,12546,"[ 2, 3, 3, 17, 41 ]",13.2,12.64,992.5632911392405,"[ 2, 3, 3, 17 ]",41,9
2278,12548,"[ 2, 2, 3137 ]",1047.0,1393.3333333333333,9.00574162679426,"[ 2, 2 ]",3137,2
2279,12549,"[ 3, 47, 89 ]",46.333333333333336,28.888888888888886,434.38846153846157,"[ 3, 47 ]",89,8
2280,12550,"[ 2, 5, 5, 251 ]",65.75,92.625,135.49257759784075,"[ 2, 5, 5 ]",251,6
2281,12551,"[ 7, 11, 163 ]",60.333333333333336,68.44444444444444,183.375,"[ 7, 11 ]",163,7
2282,12552,"[ 2, 2, 2, 3, 523 ]",106.4,166.64000000000001,75.32405184829572,"[ 2, 2, 2, 3 ]",523,5
2283,12554,"[ 2, 6277 ]",3139.5,3137.5,4.001274900398406,[ 2 ],6277,1
2284,12555,"[ 3, 3, 3, 3, 5, 31 ]",8.0,7.666666666666667,1637.6086956521738,"[ 3, 3, 3, 3, 5 ]",31,10
2285,12556,"[ 2, 2, 43, 73 ]",30.0,28.0,448.42857142857144,"[ 2, 2, 43 ]",73,8
2286,12557,"[ 29, 433 ]",231.0,202.0,62.163366336633665,[ 29 ],433,4
2287,12558,"[ 2, 3, 7, 13, 23 ]",9.6,6.719999999999999,1868.7500000000002,"[ 2, 3, 7, 13 ]",23,10
2288,12559,"[ 19, 661 ]",340.0,321.0,39.124610591900314,[ 19 ],661,3
2289,12560,"[ 2, 2, 2, 2, 5, 157 ]",28.333333333333332,42.888888888888886,292.84974093264253,"[ 2, 2, 2, 2, 5 ]",157,7
2290,12561,"[ 3, 53, 79 ]",45.0,28.0,448.60714285714283,"[ 3, 53 ]",79,8
2291,12562,"[ 2, 11, 571 ]",194.66666666666666,250.8888888888889,50.069973427812215,"[ 2, 11 ]",571,4
2292,12563,"[ 17, 739 ]",378.0,361.0,34.800554016620495,[ 17 ],739,3
2293,12564,"[ 2, 2, 3, 3, 349 ]",71.8,110.88,113.31168831168831,"[ 2, 2, 3, 3 ]",349,6
2294,12565,"[ 5, 7, 359 ]",123.66666666666667,156.88888888888889,80.08852691218131,"[ 5, 7 ]",359,5
2295,12566,"[ 2, 61, 103 ]",55.333333333333336,35.55555555555555,353.41875000000005,"[ 2, 61 ]",103,8
2296,12567,"[ 3, 59, 71 ]",44.333333333333336,27.555555555555554,456.0604838709678,"[ 3, 59 ]",71,8
2297,12568,"[ 2, 2, 2, 1571 ]",394.25,588.375,21.36052687486722,"[ 2, 2, 2 ]",1571,3
2298,12570,"[ 2, 3, 5, 419 ]",107.25,155.875,80.64153969526865,"[ 2, 3, 5 ]",419,5
2299,12571,"[ 13, 967 ]",490.0,477.0,26.354297693920337,[ 13 ],967,3
2300,12572,"[ 2, 2, 7, 449 ]",115.0,167.0,75.2814371257485,"[ 2, 2, 7 ]",449,5
2301,12573,"[ 3, 3, 11, 127 ]",36.0,45.5,276.3296703296703,"[ 3, 3, 11 ]",127,7
2302,12574,"[ 2, 6287 ]",3144.5,3142.5,4.001272871917263,[ 2 ],6287,1
2303,12575,"[ 5, 5, 503 ]",171.0,221.33333333333334,56.81475903614458,"[ 5, 5 ]",503,4
2304,12576,"[ 2, 2, 2, 2, 2, 3, 131 ]",20.571428571428573,31.551020408163264,398.5924967658474,"[ 2, 2, 2, 2, 2, 3 ]",131,8
2305,12578,"[ 2, 19, 331 ]",117.33333333333333,142.44444444444446,88.30109204368173,"[ 2, 19 ]",331,5
2306,12579,"[ 3, 7, 599 ]",203.0,264.0,47.64772727272727,"[ 3, 7 ]",599,4
2307,12580,"[ 2, 2, 5, 17, 37 ]",12.6,11.52,1092.013888888889,"[ 2, 2, 5, 17 ]",37,9
2308,12581,"[ 23, 547 ]",285.0,262.0,48.01908396946565,[ 23 ],547,4
2309,12582,"[ 2, 3, 3, 3, 233 ]",48.8,73.67999999999999,170.7654723127036,"[ 2, 3, 3, 3 ]",233,7
2310,12584,"[ 2, 2, 2, 11, 11, 13 ]",6.833333333333333,4.833333333333334,2603.5862068965516,"[ 2, 2, 2, 11, 11 ]",13,10
2311,12585,"[ 3, 5, 839 ]",282.3333333333333,371.11111111111114,33.91167664670658,"[ 3, 5 ]",839,3
2312,12586,"[ 2, 7, 29, 31 ]",17.25,12.75,987.1372549019608,"[ 2, 7, 29 ]",31,9
2313,12587,"[ 41, 307 ]",174.0,133.0,94.6390977443609,[ 41 ],307,5
2314,12588,"[ 2, 2, 3, 1049 ]",264.0,392.5,32.07133757961783,"[ 2, 2, 3 ]",1049,3
2315,12590,"[ 2, 5, 1259 ]",422.0,558.0,22.56272401433692,"[ 2, 5 ]",1259,3
2316,12591,"[ 3, 3, 1399 ]",468.3333333333333,620.4444444444445,20.293517191977077,"[ 3, 3 ]",1399,2
2317,12592,"[ 2, 2, 2, 2, 787 ]",159.0,251.2,50.12738853503185,"[ 2, 2, 2, 2 ]",787,4
2318,12593,"[ 7, 7, 257 ]",90.33333333333333,111.11111111111113,113.33699999999999,"[ 7, 7 ]",257,6
2319,12594,"[ 2, 3, 2099 ]",701.3333333333334,931.7777777777777,13.516098259003101,"[ 2, 3 ]",2099,2
2320,12595,"[ 5, 11, 229 ]",81.66666666666667,98.22222222222221,128.22963800904978,"[ 5, 11 ]",229,6
2321,12596,"[ 2, 2, 47, 67 ]",29.5,27.5,458.03636363636366,"[ 2, 2, 47 ]",67,8
2322,12597,"[ 3, 13, 17, 19 ]",13.0,5.0,2519.4,"[ 3, 13, 17 ]",19,10
2323,12598,"[ 2, 6299 ]",3150.5,3148.5,4.001270446244243,[ 2 ],6299,1
2324,12599,"[ 43, 293 ]",168.0,125.0,100.792,[ 43 ],293,5
2325,12600,"[ 2, 2, 2, 3, 3, 5, 5, 7 ]",3.625,1.53125,8228.57142857143,"[ 2, 2, 2, 3, 3, 5, 5 ]",7,10
2326,12602,"[ 2, 6301 ]",3151.5,3149.5,4.001270042863947,[ 2 ],6301,1
2327,12603,"[ 3, 4201 ]",2102.0,2099.0,6.004287756074321,[ 3 ],4201,1
2328,12604,"[ 2, 2, 23, 137 ]",41.0,48.0,262.5833333333333,"[ 2, 2, 23 ]",137,7
2329,12605,"[ 5, 2521 ]",1263.0,1258.0,10.01987281399046,[ 5 ],2521,2
2330,12606,"[ 2, 3, 11, 191 ]",51.75,69.625,181.05565529622982,"[ 2, 3, 11 ]",191,7
2331,12607,"[ 7, 1801 ]",904.0,897.0,14.054626532887402,[ 7 ],1801,2
2332,12608,"[ 2, 2, 2, 2, 2, 2, 197 ]",29.857142857142858,47.755102040816325,264.01367521367524,"[ 2, 2, 2, 2, 2, 2 ]",197,7
2333,12609,"[ 3, 3, 3, 467 ]",119.0,174.0,72.46551724137932,"[ 3, 3, 3 ]",467,5
2334,12610,"[ 2, 5, 13, 97 ]",29.25,33.875,372.2509225092251,"[ 2, 5, 13 ]",97,8
2335,12612,"[ 2, 2, 3, 1051 ]",264.5,393.25,32.07120152574698,"[ 2, 2, 3 ]",1051,3
2336,12614,"[ 2, 7, 17, 53 ]",19.75,16.625,758.7368421052631,"[ 2, 7, 17 ]",53,9
2337,12615,"[ 3, 5, 29, 29 ]",16.5,12.5,1009.2,"[ 3, 5, 29 ]",29,9
2338,12616,"[ 2, 2, 2, 19, 83 ]",21.6,24.560000000000002,513.6807817589576,"[ 2, 2, 2, 19 ]",83,8
2339,12617,"[ 11, 31, 37 ]",26.333333333333332,10.222222222222223,1234.2717391304348,"[ 11, 31 ]",37,10
2340,12618,"[ 2, 3, 3, 701 ]",177.25,261.875,48.18329355608592,"[ 2, 3, 3 ]",701,4
2341,12620,"[ 2, 2, 5, 631 ]",160.0,235.5,53.588110403397025,"[ 2, 2, 5 ]",631,4
2342,12621,"[ 3, 7, 601 ]",203.66666666666666,264.8888888888889,47.646392617449656,"[ 3, 7 ]",601,4
2343,12622,"[ 2, 6311 ]",3156.5,3154.5,4.0012680297987,[ 2 ],6311,1
2344,12623,"[ 13, 971 ]",492.0,479.0,26.352818371607516,[ 13 ],971,3
2345,12624,"[ 2, 2, 2, 2, 3, 263 ]",45.666666666666664,72.44444444444444,174.25766871165644,"[ 2, 2, 2, 2, 3 ]",263,7
2346,12625,"[ 5, 5, 5, 101 ]",29.0,36.0,350.69444444444446,"[ 5, 5, 5 ]",101,8
2347,12626,"[ 2, 59, 107 ]",56.0,36.0,350.72222222222223,"[ 2, 59 ]",107,8
2348,12627,"[ 3, 3, 23, 61 ]",22.5,19.5,647.5384615384615,"[ 3, 3, 23 ]",61,9
2349,12628,"[ 2, 2, 7, 11, 41 ]",12.6,11.36,1111.6197183098593,"[ 2, 2, 7, 11 ]",41,9
2350,12629,"[ 73, 173 ]",123.0,50.0,252.58,[ 73 ],173,7
2351,12630,"[ 2, 3, 5, 421 ]",107.75,156.625,80.63846767757383,"[ 2, 3, 5 ]",421,5
2352,12631,"[ 17, 743 ]",380.0,363.0,34.79614325068871,[ 17 ],743,3
2353,12632,"[ 2, 2, 2, 1579 ]",396.25,591.375,21.360388924117522,"[ 2, 2, 2 ]",1579,3
2354,12633,"[ 3, 4211 ]",2107.0,2104.0,6.004277566539924,[ 3 ],4211,1
2355,12634,"[ 2, 6317 ]",3159.5,3157.5,4.001266825019794,[ 2 ],6317,1
2356,12635,"[ 5, 7, 19, 19 ]",12.5,6.5,1943.8461538461538,"[ 5, 7, 19 ]",19,10
2357,12636,"[ 2, 2, 3, 3, 3, 3, 3, 13 ]",4.0,2.25,5616.0,"[ 2, 2, 3, 3, 3, 3, 3 ]",13,10
2358,12638,"[ 2, 71, 89 ]",54.0,34.666666666666664,364.5576923076923,"[ 2, 71 ]",89,8
2359,12639,"[ 3, 11, 383 ]",132.33333333333334,167.11111111111111,75.63231382978724,"[ 3, 11 ]",383,5
2360,12640,"[ 2, 2, 2, 2, 2, 5, 79 ]",13.428571428571429,18.73469387755102,674.6840958605665,"[ 2, 2, 2, 2, 2, 5 ]",79,9
2361,12642,"[ 2, 3, 7, 7, 43 ]",12.4,12.24,1032.8431372549019,"[ 2, 3, 7, 7 ]",43,9
2362,12643,"[ 47, 269 ]",158.0,111.0,113.90090090090091,[ 47 ],269,6
2363,12644,"[ 2, 2, 29, 109 ]",35.5,36.75,344.05442176870747,"[ 2, 2, 29 ]",109,8
2364,12645,"[ 3, 3, 5, 281 ]",73.0,104.0,121.58653846153847,"[ 3, 3, 5 ]",281,6
2365,12646,"[ 2, 6323 ]",3162.5,3160.5,4.001265622528081,[ 2 ],6323,1
2366,12648,"[ 2, 2, 2, 3, 17, 31 ]",9.5,9.666666666666666,1308.4137931034484,"[ 2, 2, 2, 3, 17 ]",31,10
2367,12649,"[ 7, 13, 139 ]",53.0,57.333333333333336,220.62209302325581,"[ 7, 13 ]",139,7
2368,12650,"[ 2, 5, 5, 11, 23 ]",9.2,6.24,2027.2435897435896,"[ 2, 5, 5, 11 ]",23,10
2369,12651,"[ 3, 4217 ]",2110.0,2107.0,6.004271476032273,[ 3 ],4217,1
2370,12652,"[ 2, 2, 3163 ]",1055.6666666666667,1404.8888888888887,9.00569440050617,"[ 2, 2 ]",3163,2
2371,12654,"[ 2, 3, 3, 19, 37 ]",12.8,12.16,1040.625,"[ 2, 3, 3, 19 ]",37,9
2372,12655,"[ 5, 2531 ]",1268.0,1263.0,10.019794140934284,[ 5 ],2531,2
2373,12656,"[ 2, 2, 2, 2, 7, 113 ]",21.333333333333332,30.555555555555554,414.1963636363637,"[ 2, 2, 2, 2, 7 ]",113,8
2374,12657,"[ 3, 4219 ]",2111.0,2108.0,6.00426944971537,[ 3 ],4219,1
2375,12658,"[ 2, 6329 ]",3165.5,3163.5,4.001264422317054,[ 2 ],6329,1
2376,12660,"[ 2, 2, 3, 5, 211 ]",44.6,66.56,190.2043269230769,"[ 2, 2, 3, 5 ]",211,7
2377,12661,"[ 11, 1151 ]",581.0,570.0,22.212280701754388,[ 11 ],1151,3
2378,12662,"[ 2, 13, 487 ]",167.33333333333334,213.1111111111111,59.41501564129302,"[ 2, 13 ]",487,4
2379,12663,"[ 3, 3, 3, 7, 67 ]",16.6,20.160000000000004,628.1249999999999,"[ 3, 3, 3, 7 ]",67,9
2380,12664,"[ 2, 2, 2, 1583 ]",397.25,592.875,21.360320472274932,"[ 2, 2, 2 ]",1583,3
2381,12665,"[ 5, 17, 149 ]",57.0,61.333333333333336,206.49456521739128,"[ 5, 17 ]",149,7
2382,12666,"[ 2, 3, 2111 ]",705.3333333333334,937.111111111111,13.516006639791323,"[ 2, 3 ]",2111,2
2383,12667,"[ 53, 239 ]",146.0,93.0,136.20430107526883,[ 53 ],239,6
2384,12668,"[ 2, 2, 3167 ]",1057.0,1406.6666666666667,9.005687203791469,"[ 2, 2 ]",3167,2
2385,12669,"[ 3, 41, 103 ]",49.0,36.0,351.9166666666667,"[ 3, 41 ]",103,8
2386,12670,"[ 2, 5, 7, 181 ]",48.75,66.125,191.60680529300566,"[ 2, 5, 7 ]",181,7
2387,12672,"[ 2, 2, 2, 2, 2, 2, 2, 3, 3, 11 ]",3.1,1.5799999999999998,8020.2531645569625,"[ 2, 2, 2, 2, 2, 2, 2, 3, 3 ]",11,10
2388,12673,"[ 19, 23, 29 ]",23.666666666666668,3.555555555555556,3564.2812499999995,"[ 19, 23 ]",29,10
2389,12674,"[ 2, 6337 ]",3169.5,3167.5,4.001262825572218,[ 2 ],6337,1
2390,12675,"[ 3, 5, 5, 13, 13 ]",7.8,4.159999999999999,3046.8750000000005,"[ 3, 5, 5, 13 ]",13,10
2391,12676,"[ 2, 2, 3169 ]",1057.6666666666667,1407.5555555555554,9.005683612251342,"[ 2, 2 ]",3169,2
2392,12677,"[ 7, 1811 ]",909.0,902.0,14.054323725055433,[ 7 ],1811,2
2393,12678,"[ 2, 3, 2113 ]",706.0,938.0,13.515991471215353,"[ 2, 3 ]",2113,2
2394,12679,"[ 31, 409 ]",220.0,189.0,67.08465608465609,[ 31 ],409,4
2395,12680,"[ 2, 2, 2, 5, 317 ]",65.6,100.55999999999999,126.09387430389819,"[ 2, 2, 2, 5 ]",317,6
2396,12681,"[ 3, 3, 1409 ]",471.6666666666667,624.8888888888888,20.29320768136558,"[ 3, 3 ]",1409,2
2397,12682,"[ 2, 17, 373 ]",130.66666666666666,161.55555555555554,78.4993122420908,"[ 2, 17 ]",373,5
2398,12683,"[ 11, 1153 ]",582.0,571.0,22.211908931698773,[ 11 ],1153,3
2399,12684,"[ 2, 2, 3, 7, 151 ]",33.0,47.2,268.728813559322,"[ 2, 2, 3, 7 ]",151,7
2400,12685,"[ 5, 43, 59 ]",35.666666666666664,20.444444444444446,620.4619565217391,"[ 5, 43 ]",59,9
2401,12686,"[ 2, 6343 ]",3172.5,3170.5,4.001261630657625,[ 2 ],6343,1
2402,12687,"[ 3, 4229 ]",2116.0,2113.0,6.004259346900142,[ 3 ],4229,1
2403,12688,"[ 2, 2, 2, 2, 13, 61 ]",13.666666666666666,15.777777777777777,804.1690140845071,"[ 2, 2, 2, 2, 13 ]",61,9
2404,12690,"[ 2, 3, 3, 3, 5, 47 ]",10.5,12.166666666666666,1043.013698630137,"[ 2, 3, 3, 3, 5 ]",47,9
2405,12691,"[ 7, 7, 7, 37 ]",14.5,11.25,1128.088888888889,"[ 7, 7, 7 ]",37,9
2406,12692,"[ 2, 2, 19, 167 ]",47.5,59.75,212.418410041841,"[ 2, 2, 19 ]",167,7
2407,12693,"[ 3, 4231 ]",2117.0,2114.0,6.0042573320719015,[ 3 ],4231,1
2408,12694,"[ 2, 11, 577 ]",196.66666666666666,253.55555555555557,50.06397896581945,"[ 2, 11 ]",577,4
2409,12695,"[ 5, 2539 ]",1272.0,1267.0,10.019731649565903,[ 5 ],2539,2
2410,12696,"[ 2, 2, 2, 3, 23, 23 ]",9.166666666666666,9.222222222222223,1376.6746987951806,"[ 2, 2, 2, 3, 23 ]",23,10
2411,12698,"[ 2, 7, 907 ]",305.3333333333333,401.11111111111114,31.657063711911356,"[ 2, 7 ]",907,3
2412,12699,"[ 3, 3, 17, 83 ]",26.5,28.25,449.5221238938053,"[ 3, 3, 17 ]",83,8
2413,12700,"[ 2, 2, 5, 5, 127 ]",28.2,39.519999999999996,321.35627530364377,"[ 2, 2, 5, 5 ]",127,8
2414,12701,"[ 13, 977 ]",495.0,482.0,26.350622406639005,[ 13 ],977,3
2415,12702,"[ 2, 3, 29, 73 ]",26.75,24.25,523.7938144329897,"[ 2, 3, 29 ]",73,8
2416,12704,"[ 2, 2, 2, 2, 2, 397 ]",67.83333333333333,109.72222222222221,115.78329113924052,"[ 2, 2, 2, 2, 2 ]",397,6
2417,12705,"[ 3, 5, 7, 11, 11 ]",7.4,2.88,4411.458333333334,"[ 3, 5, 7, 11 ]",11,10
2418,12706,"[ 2, 6353 ]",3177.5,3175.5,4.001259644150528,[ 2 ],6353,1
2419,12707,"[ 97, 131 ]",114.0,17.0,747.4705882352941,[ 97 ],131,9
2420,12708,"[ 2, 2, 3, 3, 353 ]",72.6,112.16,113.30242510699001,"[ 2, 2, 3, 3 ]",353,6
2421,12709,"[ 71, 179 ]",125.0,54.0,235.35185185185185,[ 71 ],179,7
2422,12710,"[ 2, 5, 31, 41 ]",19.75,16.25,782.1538461538462,"[ 2, 5, 31 ]",41,9
2423,12711,"[ 3, 19, 223 ]",81.66666666666667,94.22222222222221,134.9044811320755,"[ 3, 19 ]",223,6
2424,12712,"[ 2, 2, 2, 7, 227 ]",48.0,71.6,177.5418994413408,"[ 2, 2, 2, 7 ]",227,7
2425,12714,"[ 2, 3, 13, 163 ]",45.25,58.875,215.94904458598725,"[ 2, 3, 13 ]",163,7
2426,12715,"[ 5, 2543 ]",1274.0,1269.0,10.019700551615445,[ 5 ],2543,2
